Executor;ID;Expression;Time
BParser no vectorization;31;isnan(v1);0.283723
BParser no vectorization;32;isinf(v1);0.320499
BParser no vectorization;33;sgn(v1);0.299322
BParser no vectorization;34;atan2(v1, v2);6.86714
BParser no vectorization;35;v1 ** v2;5.16026
BParser no vectorization;36;maximum(v1, v2);0.355451
BParser no vectorization;37;minimum(v1, v2);0.353484
BParser no vectorization;38;v3 if v1 == v2 else v4;1.15593
BParser no vectorization;39;cv1 + v1 + v2 - v3;1.06086
BParser no vectorization;40;cs1 - v1 + v2 * v3;1.07148
BParser no vectorization;41;cs1 * v1 / v2;0.830832
BParser no vectorization;42;cv1 / v1 * v2 / v3;1.35011
BParser no vectorization;43;v1 + v2 + v3 + v4;1.04744
BParser no vectorization;44;3 * v1 + cs1 * v2 + v3 + 2.5 * v4;2.08925
BParser_OLD;0;-v1;0.187348
BParser_OLD;1;v1 + v2;0.257671
BParser_OLD;2;v1 - v2;0.260113
BParser_OLD;3;v1 * v2;0.260854
BParser_OLD;4;v1 / v2;0.482133
BParser_OLD;5;v1 % v2;1.76525
BParser_OLD;6;(v1 == v2);0.556937
BParser_OLD;7;v1 != v2;0.553167
BParser_OLD;8;v1 < v2;0.517119
BParser_OLD;9;v1 <= v2;0.516127
BParser_OLD;10;v1 > v2;0.525928
BParser_OLD;11;v1 >= v2;0.525037
BParser_OLD;12;not (v1 == v2);0.830447
BParser_OLD;13;v1 or v2;0.26233
BParser_OLD;14;v1 and v2;0.263356
BParser_OLD;15;abs(v1);0.18912
BParser_OLD;16;sqrt(v1);0.814062
BParser_OLD;17;exp(v1);2.77714
BParser_OLD;18;log(v1);2.17068
BParser_OLD;19;log10(v1);3.59943
BParser_OLD;20;sin(v1);5.15588
BParser_OLD;21;sinh(v1);3.52596
BParser_OLD;22;asin(v1);3.6552
BParser_OLD;23;cos(v1);5.73411
BParser_OLD;24;cosh(v1);3.33765
BParser_OLD;25;acos(v1);3.55098
BParser_OLD;26;tan(v1);6.5722
BParser_OLD;27;tanh(v1);1.19835
BParser_OLD;28;atan(v1);3.06981
BParser_OLD;29;ceil(v1);0.234422
BParser_OLD;30;floor(v1);0.236153
BParser_OLD;31;isnan(v1);0.231715
BParser_OLD;32;isinf(v1);0.325404
BParser_OLD;33;sgn(v1);0.237473
BParser_OLD;34;atan2(v1, v2);6.8905
BParser_OLD;35;v1 ** v2;5.01445
BParser_OLD;36;maximum(v1, v2);0.261955
BParser_OLD;37;minimum(v1, v2);0.259914
BParser_OLD;38;v3 if v1 == v2 else v4;0.908588
BParser_OLD;39;cv1 + v1 + v2 - v3;0.712353
BParser_OLD;40;cs1 - v1 + v2 * v3;0.706604
BParser_OLD;41;cs1 * v1 / v2;0.706092
BParser_OLD;42;cv1 / v1 * v2 / v3;1.2062
BParser_OLD;43;v1 + v2 + v3 + v4;0.710646
BParser_OLD;44;3 * v1 + cs1 * v2 + v3 + 2.5 * v4;1.44548
C++;0;-v1;0.233644
C++;1;v1 + v2;0.322523
C++;2;v1 - v2;0.322487
C++;3;v1 * v2;0.309072
C++;4;v1 / v2;0.483474
C++;5;v1 % v2;1.80305
C++;6;(v1 == v2);0.387683
