Executor;ID;Expression;Time
BParser_OLD;13;v1 or v2;0.225162
BParser_OLD;14;v1 and v2;0.224133
BParser_OLD;15;abs(v1);0.162299
BParser_OLD;16;sqrt(v1);0.617255
BParser_OLD;17;exp(v1);2.59171
BParser_OLD;18;log(v1);1.91097
BParser_OLD;19;log10(v1);3.46106
BParser_OLD;20;sin(v1);4.26642
BParser_OLD;21;sinh(v1);2.9404
BParser_OLD;22;asin(v1);2.301
BParser_OLD;23;cos(v1);4.33253
BParser_OLD;24;cosh(v1);2.69776
BParser_OLD;25;acos(v1);2.23369
BParser_OLD;26;tan(v1);9.05871
BParser_OLD;27;tanh(v1);1.0736
BParser_OLD;28;atan(v1);3.81155
BParser_OLD;29;ceil(v1);0.190067
BParser_OLD;30;floor(v1);0.1927
BParser_OLD;31;isnan(v1);0.203954
BParser_OLD;32;isinf(v1);0.271218
BParser_OLD;33;sgn(v1);0.253041
BParser_OLD;34;atan2(v1, v2);7.8762
BParser_OLD;35;v1 ** v2;4.75503
BParser_OLD;36;maximum(v1, v2);0.2292
BParser_OLD;37;minimum(v1, v2);0.22892
BParser_OLD;38;v3 if v1 == v2 else v4;0.975205
BParser_OLD;39;cv1 + v1 + v2 - v3;0.633006
BParser_OLD;40;cs1 - v1 + v2 * v3;0.627259
BParser_OLD;41;cs1 * v1 / v2;0.617861
BParser_OLD;42;cv1 / v1 * v2 / v3;1.03895
BParser_OLD;43;v1 + v2 + v3 + v4;0.632465
BParser_OLD;44;3 * v1 + cs1 * v2 + v3 + 2.5 * v4;1.28955
C++;0;-v1;0.228987
C++;1;v1 + v2;0.239356
C++;2;v1 - v2;0.246746
C++;3;v1 * v2;0.239314
C++;4;v1 / v2;0.412791
C++;5;v1 % v2;1.94943
C++;6;(v1 == v2);0.294179
C++;7;v1 != v2;0.342578
C++;8;v1 < v2;0.336568
C++;9;v1 <= v2;0.33707
C++;10;v1 > v2;0.43997
C++;11;v1 >= v2;0.439673
C++;12;not (v1 == v2);0.342443
C++;13;v1 or v2;0.589422
C++;14;v1 and v2;0.591026
C++;15;abs(v1);0.226381
C++;16;sqrt(v1);0.702545
C++;17;exp(v1);2.63897
C++;18;log(v1);2.06178
C++;19;log10(v1);3.58206
C++;20;sin(v1);4.31887
C++;21;sinh(v1);3.14856
C++;22;asin(v1);2.37374
C++;23;cos(v1);4.35936
C++;24;cosh(v1);2.86647
C++;25;acos(v1);2.28625
C++;26;tan(v1);9.49171
C++;27;tanh(v1);1.17546
C++;28;atan(v1);3.78588
C++;29;ceil(v1);0.627041
C++;30;floor(v1);0.658285
C++;31;isnan(v1);0.321701
C++;32;isinf(v1);0.400722
C++;33;sgn(v1);0.270437
C++;34;atan2(v1, v2);8.25095
C++;35;v1 ** v2;4.98906
C++;36;maximum(v1, v2);0.348067
C++;37;minimum(v1, v2);0.269549
C++;38;v3 if v1 == v2 else v4;0.410371
C++;39;cv1 + v1 + v2 - v3;0.409122
C++;40;cs1 - v1 + v2 * v3;0.357159
C++;41;cs1 * v1 / v2;0.413712
C++;42;cv1 / v1 * v2 / v3;0.832278
C++;43;v1 + v2 + v3 + v4;0.400543
C++;44;3 * v1 + cs1 * v2 + v3 + 2.5 * v4;0.541542
